LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
BRA,CCI,AMPLITUD,LTRENDIDX,M,2000-04,98.56923,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2000-05,98.41599,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2000-06,98.43493,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2000-07,98.46867,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2000-08,98.4226,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2000-09,98.46541,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2000-10,98.63244,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2000-11,98.8344,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2000-12,99.09431,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2001-01,99.39891,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2001-02,99.52883,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2001-03,99.40901,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2001-04,99.11105,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2001-05,98.66657,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2001-06,98.15803,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2001-07,97.9879,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2001-08,97.95833,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2001-09,97.92413,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2001-10,97.77164,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2001-11,97.72371,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2001-12,97.86472,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2002-01,98.04286,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2002-02,98.22475,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2002-03,98.36481,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2002-04,98.44878,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2002-05,98.39334,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2002-06,98.25451,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2002-07,98.2924,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2002-08,98.3792,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2002-09,98.54662,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2002-10,98.6495,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2002-11,98.78478,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2002-12,98.92037,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2003-01,98.99457,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2003-02,99.04391,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2003-03,99.13221,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2003-04,99.33614,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2003-05,99.55489,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2003-06,99.66541,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2003-07,99.57613,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2003-08,99.41333,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2003-09,99.27817,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2003-10,99.27902,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2003-11,99.48244,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2003-12,99.80702,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2004-01,100.0666,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2004-02,100.0588,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2004-03,99.85538,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2004-04,99.76274,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2004-05,99.89639,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2004-06,99.94503,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2004-07,100.0463,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2004-08,100.2925,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2004-09,100.7186,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2004-10,101.1933,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2004-11,101.4734,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2004-12,101.5686,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2005-01,101.6501,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2005-02,101.6726,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2005-03,101.5795,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2005-04,101.3714,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2005-05,101.1042,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2005-06,100.8978,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2005-07,100.6978,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2005-08,100.426,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2005-09,100.2105,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2005-10,100.1399,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2005-11,100.1459,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2005-12,100.3124,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2006-01,100.565,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2006-02,100.6899,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2006-03,100.6913,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2006-04,100.6003,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2006-05,100.5005,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2006-06,100.4588,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2006-07,100.4802,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2006-08,100.5493,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2006-09,100.675,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2006-10,100.9009,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2006-11,101.1402,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2006-12,101.3209,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2007-01,101.3722,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2007-02,101.3486,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2007-03,101.2728,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2007-04,101.2916,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2007-05,101.4206,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2007-06,101.5251,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2007-07,101.5489,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2007-08,101.5964,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2007-09,101.7089,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2007-10,101.9236,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2007-11,102.201,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2007-12,102.4622,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2008-01,102.5104,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2008-02,102.5522,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2008-03,102.4995,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2008-04,102.1667,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2008-05,101.827,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2008-06,101.4313,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2008-07,101.1867,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2008-08,101.156,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2008-09,100.9986,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2008-10,100.4652,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2008-11,99.96651,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2008-12,99.74033,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2009-01,99.7137,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2009-02,99.76877,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2009-03,99.94185,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2009-04,100.1562,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2009-05,100.4601,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2009-06,100.8256,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2009-07,101.1104,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2009-08,101.2622,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2009-09,101.3658,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2009-10,101.4248,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2009-11,101.4569,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2009-12,101.4222,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2010-01,101.4026,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2010-02,101.3981,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2010-03,101.5587,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2010-04,101.8172,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2010-05,102.0737,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2010-06,102.2555,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2010-07,102.3521,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2010-08,102.4595,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2010-09,102.5502,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2010-10,102.6186,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2010-11,102.709,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2010-12,102.7149,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2011-01,102.6998,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2011-02,102.613,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2011-03,102.4103,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2011-04,102.2337,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2011-05,102.2033,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2011-06,102.3285,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2011-07,102.4186,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2011-08,102.2632,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2011-09,102.0991,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2011-10,102.1422,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2011-11,102.2737,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2011-12,102.3557,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2012-01,102.3915,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2012-02,102.6024,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2012-03,102.9276,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2012-04,103.1854,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2012-05,103.1982,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2012-06,103.0259,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2012-07,102.8334,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2012-08,102.7051,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2012-09,102.6651,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2012-10,102.6325,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2012-11,102.5545,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2012-12,102.466,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2013-01,102.381,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2013-02,102.2493,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2013-03,102.1072,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2013-04,102.0374,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2013-05,101.9789,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2013-06,101.903,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2013-07,101.8325,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2013-08,101.8771,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2013-09,101.9198,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2013-10,101.9037,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2013-11,101.8556,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2013-12,101.7163,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2014-01,101.5215,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2014-02,101.342,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2014-03,101.2003,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2014-04,101.0507,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2014-05,100.8812,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2014-06,100.8236,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2014-07,100.8056,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2014-08,100.7276,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2014-09,100.6268,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2014-10,100.397,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2014-11,100.0217,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2014-12,99.61899,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2015-01,99.09973,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2015-02,98.65038,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2015-03,98.40311,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2015-04,98.34137,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2015-05,98.28188,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2015-06,98.12199,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2015-07,97.84623,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2015-08,97.54018,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2015-09,97.24184,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2015-10,97.10172,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2015-11,97.07103,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2015-12,97.06831,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2016-01,97.11624,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2016-02,97.18524,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2016-03,97.21177,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2016-04,97.34776,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2016-05,97.69525,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2016-06,98.11743,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2016-07,98.52777,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2016-08,98.82601,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2016-09,98.96535,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2016-10,98.93278,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2016-11,98.75563,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2016-12,98.62701,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2017-01,98.77787,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2017-02,99.04848,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2017-03,99.29474,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2017-04,99.40932,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2017-05,99.46014,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2017-06,99.42982,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2017-07,99.39043,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2017-08,99.41437,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2017-09,99.56068,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2017-10,99.74507,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2017-11,99.89862,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2017-12,99.99565,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2018-01,100.0726,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2018-02,100.1576,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2018-03,100.2463,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2018-04,100.1778,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2018-05,99.99582,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2018-06,99.76627,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2018-07,99.65247,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2018-08,99.61431,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2018-09,99.69444,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2018-10,100.0034,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2018-11,100.4671,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2018-12,100.7829,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2019-01,100.9248,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2019-02,100.8268,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2019-03,100.5468,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2019-04,100.2585,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2019-05,100.0533,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2019-06,100.0697,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2019-07,100.1812,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2019-08,100.2984,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2019-09,100.3502,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2019-10,100.3919,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2019-11,100.4611,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2019-12,100.4955,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2020-01,100.2644,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2020-02,99.59893,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2020-03,98.46447,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2020-04,97.28104,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2020-05,97.04969,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2020-06,97.61766,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2020-07,98.42715,
BRA,CCI,AMPLITUD,LTRENDIDX,M,2020-08,99.14106,
SVK,CCI,AMPLITUD,LTRENDIDX,M,1999-04,97.72414,
SVK,CCI,AMPLITUD,LTRENDIDX,M,1999-05,97.29219,
SVK,CCI,AMPLITUD,LTRENDIDX,M,1999-06,96.743,
SVK,CCI,AMPLITUD,LTRENDIDX,M,1999-07,95.90062,
SVK,CCI,AMPLITUD,LTRENDIDX,M,1999-08,95.34319,
SVK,CCI,AMPLITUD,LTRENDIDX,M,1999-09,95.18057,
SVK,CCI,AMPLITUD,LTRENDIDX,M,1999-10,95.43604,
SVK,CCI,AMPLITUD,LTRENDIDX,M,1999-11,95.96735,
SVK,CCI,AMPLITUD,LTRENDIDX,M,1999-12,96.54064,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2000-01,96.98016,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2000-02,97.20991,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2000-03,97.16564,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2000-04,96.96044,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2000-05,97.14866,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2000-06,97.54728,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2000-07,98.03618,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2000-08,98.40109,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2000-09,98.43778,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2000-10,98.35593,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2000-11,98.0395,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2000-12,97.56798,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2001-01,97.31307,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2001-02,97.04845,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2001-03,96.90749,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2001-04,97.03289,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2001-05,97.21243,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2001-06,97.50041,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2001-07,97.92822,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2001-08,98.21644,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2001-09,98.55505,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2001-10,98.89791,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2001-11,99.41488,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2001-12,99.75362,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2002-01,99.8185,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2002-02,99.82732,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2002-03,99.74117,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2002-04,99.45332,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2002-05,99.16095,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2002-06,99.0379,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2002-07,99.15366,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2002-08,99.28895,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2002-09,99.17135,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2002-10,98.55967,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2002-11,97.62517,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2002-12,97.10191,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2003-01,96.7832,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2003-02,96.68172,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2003-03,96.64548,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2003-04,96.74479,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2003-05,96.84716,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2003-06,96.73778,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2003-07,96.63204,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2003-08,96.49429,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2003-09,96.4949,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2003-10,96.51114,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2003-11,96.4779,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2003-12,96.45938,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2004-01,96.46268,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2004-02,96.56609,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2004-03,96.9598,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2004-04,97.38116,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2004-05,97.84119,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2004-06,98.33508,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2004-07,98.55779,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2004-08,98.59641,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2004-09,98.66335,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2004-10,99.14572,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2004-11,99.9453,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2004-12,100.5892,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2005-01,100.9019,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2005-02,101.1742,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2005-03,101.4331,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2005-04,101.6091,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2005-05,101.628,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2005-06,101.5652,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2005-07,101.1871,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2005-08,100.6288,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2005-09,100.0913,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2005-10,100.1366,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2005-11,100.5336,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2005-12,100.8056,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2006-01,100.8663,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2006-02,100.9009,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2006-03,100.9546,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2006-04,100.8533,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2006-05,100.8097,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2006-06,101.0405,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2006-07,101.4373,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2006-08,101.8408,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2006-09,102.2589,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2006-10,102.683,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2006-11,103.3505,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2006-12,104.0796,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2007-01,104.4363,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2007-02,104.5424,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2007-03,104.5,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2007-04,104.4163,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2007-05,104.1831,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2007-06,104.0433,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2007-07,103.9898,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2007-08,103.751,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2007-09,103.4161,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2007-10,102.9704,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2007-11,102.6744,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2007-12,102.5872,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2008-01,102.4885,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2008-02,102.2078,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2008-03,101.9209,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2008-04,101.5955,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2008-05,101.3445,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2008-06,101.3556,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2008-07,101.4395,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2008-08,101.634,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2008-09,101.7684,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2008-10,101.5109,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2008-11,100.8053,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2008-12,99.95229,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2009-01,98.99792,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2009-02,97.88309,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2009-03,97.06875,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2009-04,96.82748,
SVK,CCI,AMPLITUD,LTRENDIDX,M,2009-05,97.1573,
